,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,Carpet_area,Super_built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1224,flat,dlf the primus,sector 82,2.85,10936.0,2606.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,4,2.0,North-East,New Property,,1800.0,2606.0,0,1,0,0,0,unfurnished,223
1225,flat,dlf regal gardens,sector 90,1.76,7945.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,4,8.0,North,Relatively New,2020.0,1670.0,2215.0,0,0,0,0,0,semifurnished,174
1226,flat,paras dews,sector 106,1.0,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,4,2.0,North-East,New Property,940.0,845.0,1385.0,0,0,0,0,0,semifurnished,26
1227,flat,pioneer park,sector 61,3.6,12627.0,2851.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,Moderately Old,,,2851.0,0,1,0,0,0,semifurnished,152
1228,flat,ss the leaf,sector 85,1.78,7392.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,4,6.0,West,New Property,,,2408.0,0,0,1,0,0,unfurnished,155
1229,flat,chd avenue,sector 71,0.98,6049.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,,,1620.0,1,0,0,0,0,unfurnished,83
1230,flat,ireo skyon,sector 60,2.82,12818.0,2200.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,2.0,South-East,Relatively New,2400.0,2200.0,2403.0,0,1,0,0,0,semifurnished,210
1231,flat,tata primanti,sector 72,3.21,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,4,15.0,North-East,Relatively New,2140.0,2000.0,2185.0,0,1,0,0,0,semifurnished,216
1232,flat,la vida by tata housing,sector 113,1.9,18500.0,1027.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,Relatively New,,1027.0,1579.0,0,0,0,1,0,semifurnished,216
1233,flat,dlf regal gardens,sector 90,1.19,5505.0,2162.0,Super Built up area 1726(160.35 sq.m.),3,3,2,11.0,South-East,Relatively New,,,1726.0,0,0,0,0,1,unfurnished,97
1234,flat,bestech park view ananda,sector 81,1.35,7541.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,4,10.0,North-East,Moderately Old,,1130.0,1790.0,0,0,1,0,0,unfurnished,115
1235,flat,tulip purple,sector 69,1.8,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,4,4.0,North-East,Relatively New,2200.0,2000.0,2400.0,0,1,0,0,0,unfurnished,207
1236,flat,indiabulls centrum park,sector 103,1.35,7541.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,3,4,3.0,North-East,Relatively New,,,1790.0,1,0,0,0,0,semifurnished,211
1237,flat,sbtl caladium,sector 109,1.7,6679.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,4,9.0,North-East,Relatively New,,,2545.0,0,1,0,0,0,unfurnished,202
1238,flat,vatika the seven lamps,sector 82,1.6,6597.0,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,4,8.0,South-West,Relatively New,,,2425.0,0,1,0,0,0,unfurnished,179
1239,flat,ireo skyon,sector 60,2.65,13125.0,2019.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),3,4,4,7.0,North-East,Moderately Old,2037.0,2019.0,2045.0,0,1,0,0,0,unfurnished,179
1240,flat,orris carnation residency,sector 85,0.55,5788.0,950.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,5.0,North-East,Relatively New,1050.0,950.0,1115.0,0,0,0,0,1,unfurnished,216
1241,flat,emaar gurgaon greens,sector 102,1.4,13690.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,Relatively New,,1022.58,1650.0,0,1,0,0,0,unfurnished,84
1242,flat,bestech park view residency,sector 2,1.26,8051.0,1565.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,Moderately Old,,,1565.0,1,0,0,0,0,unfurnished,119
1243,flat,m3m woodshire,sector 107,1.7,6141.0,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,4,9.0,South,Relatively New,,,2768.0,0,1,0,0,0,semifurnished,91
1244,flat,ambience creacions,sector 22,4.1,28101.0,1459.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3,3,4,2.0,North-East,New Property,,1459.0,2781.0,0,0,0,0,0,unfurnished,161
1245,flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,Relatively New,,1250.0,1423.0,0,0,1,0,0,semifurnished,207
1246,flat,pareena coban residences,sector 99,1.45,7260.0,1997.0,Super Built up area 1997(185.53 sq.m.),3,5,3,11.0,,Relatively New,,,1997.0,0,1,0,0,1,unfurnished,53
1247,flat,parsvnath green ville,sector 48,1.6,8376.0,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,4,8.0,North,Old Property,1895.0,1800.0,1910.0,0,0,0,0,1,unfurnished,53
1248,flat,emaar mgf the palm drive,sector 66,2.99,14950.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,7.0,East,Relatively New,1800.0,1500.0,2000.0,0,1,0,0,0,semifurnished,53
1249,flat,conscient heritage max,sector 102,1.9,9783.0,1942.0,Super Built up area 1942(180.42 sq.m.),3,4,4,20.0,North-East,Relatively New,,,1942.0,0,1,0,0,0,unfurnished,207
1250,flat,emaar mgf emerald estate,sector 65,1.75,12544.0,1395.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,Relatively New,,809.0,1395.0,0,1,0,0,0,unfurnished,147
1251,flat,dlf regal gardens,sector 90,1.3,7150.0,1818.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,4,7.0,South,Relatively New,1700.0,1400.0,1818.0,0,0,0,0,0,unfurnished,180
1252,flat,ireo victory valley,sector 67,2.95,12235.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,Relatively New,,1906.0,2411.0,0,1,0,0,0,semifurnished,223
1253,flat,m3m merlin,sector 67,3.4,14418.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3,4,3,16.0,North-West,Relatively New,,1708.0,2358.0,0,1,0,0,0,semifurnished,223
1254,flat,m3m merlin,sector 67,3.32,14079.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3,4,3,8.0,North-West,New Property,,1709.0,2358.0,0,1,0,0,0,semifurnished,223
1255,flat,bestech park view residency,sector 2,0.95,6713.0,1415.0,Super Built up area 1415(131.46 sq.m.),2,2,3,1.0,North-East,Moderately Old,,,1415.0,0,0,0,0,0,semifurnished,102
1256,flat,m3m skywalk,sector 74,1.55,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,4,18.0,South,Relatively New,1300.0,1124.0,1406.0,0,0,0,0,1,unfurnished,175
1257,flat,m3m skywalk,sector 74,1.54,10814.0,1424.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,4,15.0,South-East,Relatively New,1200.0,1139.0,1424.0,0,0,0,0,1,unfurnished,175
1258,flat,m3m skywalk,sector 74,2.45,12140.0,2018.0,Super Built up area 2018(187.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1614 sq.ft. (149.95 sq.m.),3,3,4,25.0,South-West,Relatively New,1800.0,1614.0,2018.0,1,0,0,0,0,unfurnished,175
1259,flat,puri emerald bay,sector 104,2.6,15160.0,1715.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,4,5.0,,Relatively New,,1715.0,2450.0,1,1,0,0,0,unfurnished,96
1260,flat,ss the leaf,sector 85,1.83,7610.0,2405.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,3,9.0,North-East,Relatively New,1925.0,1875.0,2408.0,0,0,0,0,0,unfurnished,53
1261,flat,ss the leaf,sector 85,1.09,6661.0,1636.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,2,3,5.0,North-East,Relatively New,1475.0,1350.0,1640.0,0,0,0,0,0,unfurnished,53
1262,flat,ss the leaf,sector 85,1.87,7780.0,2404.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3,4,3,7.0,North-East,Relatively New,2225.0,2175.0,2408.0,0,0,0,0,0,unfurnished,53
1263,flat,ss the leaf,sector 85,1.05,6163.0,1704.0,Super Built up area 1671(155.24 sq.m.),2,2,4,7.0,West,Relatively New,,,1671.0,0,0,1,0,0,unfurnished,171
1264,flat,ss the leaf,sector 85,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,4,7.0,South-West,New Property,,,2408.0,0,0,1,0,0,unfurnished,144
1265,flat,m3m skywalk,sector 74,2.2,10901.0,2018.0,Super Built up area 2018(187.48 sq.m.),3,3,3,12.0,,New Property,,,2018.0,1,0,0,0,0,semifurnished,20
1266,flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,,,735.0,0,0,0,0,0,unfurnished,110
1267,flat,cghs airport apartment,sector 47,1.8,6000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,4,4,4.0,North-West,Moderately Old,,2700.0,3000.0,0,0,1,0,0,semifurnished,149
1268,flat,sbr minda sec-1 imt manesar,manesar,0.64,4193.0,1526.0,Carpet area: 1526 (141.77 sq.m.),3,2,4,6.0,East,Old Property,,1526.0,,0,0,0,0,0,unfurnished,67
1269,flat,prasha apartments,manesar,0.75,3309.0,2267.0,Super Built up area 2115(196.49 sq.m.),3,3,4,3.0,West,Moderately Old,,,2115.0,0,1,0,0,0,semifurnished,40
1270,flat,m3m golfestate,sector 65,4.95,15906.0,3112.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively New,,,3112.0,0,1,0,0,0,semifurnished,107
1271,flat,experion windchants,sector 112,4.25,11294.0,3763.0,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15.0,South,Relatively New,3000.0,2800.0,3763.0,0,1,0,1,0,unfurnished,97
1272,flat,experion windchants,sector 112,5.31,11204.0,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4,6,4,15.0,South,Relatively New,3573.33,3400.0,4739.0,0,1,0,1,0,unfurnished,97
1273,flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,East,Relatively New,1300.0,1022.58,1650.0,0,1,0,0,0,unfurnished,65
1274,flat,experion windchants,sector 112,2.8,11470.0,2441.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,3,2,9.0,South-East,Relatively New,1939.03,1800.0,2441.0,1,1,0,0,0,unfurnished,178
1275,flat,indiabulls enigma,sector 110,4.1,10567.0,3880.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5,5,2,10.0,East,Relatively New,3500.0,3000.0,3880.0,0,1,0,0,0,unfurnished,194
1276,flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3,10.0,South-West,Relatively New,3000.0,2800.0,3400.0,0,1,0,0,0,unfurnished,177
1277,flat,ireo skyon,sector 60,3.05,12788.0,2385.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively New,2300.0,2200.0,2385.0,0,1,0,0,0,semifurnished,201
1278,flat,tata primanti,sector 72,4.25,13076.0,3250.0,Super Built up area 3250(301.93 sq.m.),4,4,4,0.0,North,Relatively New,,,3250.0,0,1,0,0,0,semifurnished,210
1279,flat,vatika independent floors,sector 82,1.16,6987.0,1660.0,Carpet area: 1660 (154.22 sq.m.),3,3,4,1.0,South-East,Relatively New,,1660.0,,0,1,1,1,0,unfurnished,190
1280,flat,citizen apartment,sector 51,3.55,6826.0,5201.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,4,11.0,North,Moderately Old,5200.0,4700.0,,1,1,1,1,0,semifurnished,189
1281,flat,adani m2k oyster grande,sector 102,1.8,9528.0,1889.0,Super Built up area 1889(175.49 sq.m.),3,4,3,17.0,South-East,Relatively New,,,1889.0,0,1,0,0,0,unfurnished,53
1282,flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,1128.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,4,1.0,East,Relatively New,,1128.0,1852.0,0,0,0,0,0,unfurnished,46
1283,flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,,824.0,1359.0,0,0,0,0,0,unfurnished,53
1284,flat,emaar gurgaon greens,sector 102,1.52,9212.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,Relatively New,,1022.58,1650.0,0,1,0,0,0,semifurnished,171
1285,flat,kiran residency,sector 56,1.55,6888.0,2250.0,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,4,5.0,North,Moderately Old,1900.0,1750.0,2250.0,0,1,0,1,0,semifurnished,106
1286,flat,dlf the ultima,sector 81,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,4,12.0,North-East,Relatively New,1650.0,1257.0,2103.0,0,1,0,0,0,semifurnished,53
1287,flat,dlf the ultima,sector 81,2.35,11174.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,4,14.0,South,Relatively New,1550.0,1257.0,2103.0,1,1,0,1,1,semifurnished,53
1288,flat,dlf the ultima,sector 81,2.28,10841.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,4,14.0,East,Relatively New,1750.0,1257.0,2103.0,0,1,0,0,0,semifurnished,53
1289,flat,ss the coralwood,sector 84,1.1,4857.0,2265.0,Super Built up area 1750(162.58 sq.m.),3,3,2,9.0,North,Relatively New,,,1750.0,0,0,0,0,0,unfurnished,90
1290,flat,dlf the ultima,sector 81,2.3,10936.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,4,19.0,East,Relatively New,1617.0,1257.0,2103.0,1,1,0,1,1,semifurnished,53
1291,flat,m3m woodshire,sector 107,1.35,5717.0,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3,4,4,8.0,South,Relatively New,1950.0,,2361.0,0,1,0,0,0,semifurnished,85
1292,flat,puri emerald bay,sector 104,2.45,10000.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,4,14.0,South,Relatively New,,1840.0,2450.0,0,1,0,0,0,unfurnished,69
1293,flat,m3m woodshire,sector 107,0.9,5867.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,8.0,South,Relatively New,,1056.0,1534.0,1,0,0,0,0,semifurnished,85
1294,flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,Relatively New,,1975.0,,1,1,0,0,0,semifurnished,119
1295,flat,eros wembley estate,sector 50,1.4,10174.0,1376.0,Super Built up area 1376(127.83 sq.m.),3,3,2,9.0,East,Relatively New,,,1376.0,0,0,1,0,0,unfurnished,158
1296,flat,bestech park view residency,sector 2,1.36,7646.0,1779.0,Super Built up area 1780(165.37 sq.m.),3,3,4,5.0,South-West,Moderately Old,,,1780.0,0,0,0,0,0,unfurnished,112
1297,flat,bestech park view residency,sector 2,0.98,6961.0,1408.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Moderately Old,,,1415.0,0,0,0,0,0,unfurnished,118
1298,flat,bestech park view residency,sector 2,0.56,8632.0,649.0,Carpet area: 651 (60.48 sq.m.),1,1,2,6.0,South,Moderately Old,,651.0,,0,0,0,0,0,unfurnished,112
1299,flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively New,,2900.0,,0,1,0,0,0,unfurnished,26
1300,flat,deepak minda,manesar,1.2,4528.0,2650.0,Carpet area: 2650 (246.19 sq.m.),3,3,4,6.0,North-West,Moderately Old,,2650.0,,0,1,0,0,0,semifurnished,12
1301,flat,indiabulls centrum park,sector 103,1.33,8580.0,1550.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,4,8.0,East,Relatively New,,1550.0,1790.0,1,0,0,0,0,semifurnished,192
1302,flat,imperia the esfera,sector 37,0.87,5513.0,1578.0,Super Built up area 1578(146.6 sq.m.),2,3,4,9.0,North-East,New Property,,,1578.0,1,0,0,0,0,unfurnished,53
1303,flat,ss the leaf,sector 85,1.09,6666.0,1635.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2,2,3,9.0,South-West,Relatively New,1638.0,1635.0,1640.0,0,0,1,0,0,semifurnished,216
1304,flat,emaar mgf the palm drive,sector 66,3.0,15384.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3,3,2,12.0,East,Relatively New,1720.0,1620.0,1950.0,0,1,0,0,0,unfurnished,128
1305,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,4,11.0,East,Relatively New,,1240.04,1900.0,0,1,0,0,0,unfurnished,159
1306,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,North-West,Relatively New,,1240.04,1900.0,0,1,0,0,0,semifurnished,142
1307,flat,ireo skyon,sector 60,3.8,13571.0,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),4,5,3,15.0,East,Moderately Old,2791.0,2768.0,2800.0,0,1,0,0,0,semifurnished,179
1308,flat,dlf the ultima,sector 81,3.5,11686.0,2995.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,5,4,7.0,North-East,Relatively New,,2200.0,2995.0,0,1,0,0,0,unfurnished,216
1309,flat,dlf regal gardens,sector 90,1.78,8036.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,4,8.0,South,Relatively New,2000.0,1650.0,2215.0,0,0,0,0,0,unfurnished,169
1310,flat,ss the leaf,sector 85,1.08,6585.0,1640.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2,2,3,8.0,North-East,New Property,1200.0,1125.0,1640.0,1,1,1,1,0,unfurnished,207
1311,flat,ss the leaf,sector 85,2.03,7230.0,2808.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),4,4,4,3.0,North-East,Relatively New,2225.0,2175.0,2812.0,0,0,0,0,1,unfurnished,53
1312,flat,ss the leaf,sector 85,1.12,6453.0,1736.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2,2,3,10.0,East,Relatively New,1485.0,1335.0,1741.0,0,0,0,0,1,unfurnished,53
1313,flat,ss the leaf,sector 85,2.0,6578.0,3040.0,Super Built up area 2812(261.24 sq.m.),4,5,4,1.0,South-East,Relatively New,,,2812.0,0,1,1,0,0,unfurnished,134
1314,flat,ss the leaf,sector 85,1.04,5973.0,1741.0,Super Built up area 1741(161.74 sq.m.),2,3,4,4.0,West,Relatively New,,,1741.0,0,0,1,0,0,unfurnished,140
1315,flat,orris aster court premier,sector 85,1.25,5896.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,5.0,North,Relatively New,1900.0,1800.0,2120.0,0,1,0,0,0,semifurnished,216
1316,flat,ireo skyon,sector 60,2.05,15185.0,1350.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,3,2,2.0,North-East,Relatively New,1520.0,1350.0,1524.0,0,0,1,0,0,semifurnished,216
1317,flat,tata primanti,sector 72,3.19,12152.0,2625.0,Super Built up area 2625(243.87 sq.m.),4,5,4,20.0,North,Relatively New,,,2625.0,0,1,0,0,0,semifurnished,205
1318,flat,tata primanti,sector 72,3.85,13253.0,2905.0,Super Built up area 2905(269.88 sq.m.),4,5,4,13.0,North,Relatively New,,,2905.0,0,1,0,0,0,semifurnished,223
1319,flat,tata primanti,sector 72,3.2,12190.0,2625.0,Super Built up area 2625(243.87 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,4,4,8.0,North,Moderately Old,2600.0,2550.0,2625.0,0,1,0,0,0,semifurnished,210
1320,flat,antriksh heights,sector 84,0.89,4370.0,2037.0,Super Built up area 2025(188.13 sq.m.),3,3,3,8.0,North,Relatively New,,,2025.0,0,0,0,1,0,unfurnished,98
1321,flat,antriksh heights,sector 84,0.49,4355.0,1125.0,Super Built up area 1125(104.52 sq.m.),2,2,2,16.0,East,Relatively New,,,1125.0,0,0,0,0,0,unfurnished,90
1322,flat,shree vardhman victoria,sector 70,1.65,8461.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,12.0,North,Relatively New,,,1950.0,0,1,1,0,0,unfurnished,87
1323,flat,bestech park view grand spa,sector 81,2.35,8834.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3,4,4,10.0,North-West,Relatively New,,2354.0,2660.0,0,1,0,0,0,unfurnished,149
1324,flat,bestech park view ananda,sector 81,1.4,7734.0,1810.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3,3,4,6.0,North-West,Relatively New,,1180.0,1810.0,0,0,0,0,0,unfurnished,124
1325,flat,mapsko royale ville,sector 82,0.97,5418.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,4,2,16.0,North-West,Relatively New,,,1790.0,0,1,0,0,0,unfurnished,115
1326,flat,the close north,sector 50,2.35,11358.0,2069.0,Super Built up area 2069(192.22 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,8.0,North-West,Moderately Old,1900.0,1800.0,2069.0,0,0,0,0,0,semifurnished,53
1327,flat,bestech park view spa next,sector 67,3.32,12599.0,2635.0,Super Built up area 2635(244.8 sq.m.),4,5,4,12.0,West,Moderately Old,,,2635.0,0,1,0,0,0,semifurnished,220
1328,flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,North,Moderately Old,1700.0,1400.0,1980.0,0,1,0,0,0,unfurnished,128
